PosX,PosY,VelX,VelY,Angulo,VelAng,FootL,FootR,Action
0.08144512,0.8194263,0.20343956,-0.92031693,-0.13181977,-0.21472153,0.0,0.0,3
0.083371736,0.7981413,0.20343776,-0.94699323,-0.14255576,-0.21471982,0.0,0.0,0
0.08537426,0.7762323,0.21297391,-0.97499985,-0.15525398,-0.25396442,0.0,0.0,3
0.087376975,0.75372535,0.2129709,-1.0016799,-0.16795206,-0.25396162,0.0,0.0,0
0.08937998,0.73062056,0.21296763,-1.0283598,-0.18065,-0.2539588,0.0,0.0,0
0.09145813,0.70689255,0.22240615,-1.0564233,-0.19530195,-0.29303914,0.0,0.0,3
0.09359989,0.6825392,0.23036738,-1.0845969,-0.21162806,-0.32652298,0.0,0.0,3
0.095981024,0.6590301,0.25411707,-1.0472232,-0.227806,-0.32355845,0.0,0.0,2
0.09836273,0.63492435,0.2541099,-1.0739112,-0.24398361,-0.32355228,0.0,0.0,0
0.10074501,0.61022204,0.25410217,-1.100599,-0.26016095,-0.32354647,0.0,0.0,0
0.10319271,0.5848907,0.26228154,-1.1290463,-0.2780936,-0.35865396,0.0,0.0,3
0.10564117,0.5589636,0.26227078,-1.1557388,-0.2960259,-0.35864606,0.0,0.0,0
0.1080905,0.5324405,0.2622593,-1.1824313,-0.3139578,-0.35863814,0.0,0.0,0
0.11054077,0.50532144,0.26224717,-1.2091237,-0.33188933,-0.35863024,0.0,0.0,0
0.11299181,0.47760645,0.26223436,-1.2358161,-0.34982044,-0.35862225,0.0,0.0,0
0.115721606,0.449991,0.28953156,-1.2314817,-0.36727995,-0.34919024,0.0,0.0,2
0.11839771,0.42181972,0.2825707,-1.2559732,-0.383142,-0.3172405,0.0,0.0,1
0.12115593,0.39299205,0.292898,-1.2859268,-0.40138596,-0.36487928,0.0,0.0,3
0.12418642,0.36434677,0.31979313,-1.2779716,-0.41941258,-0.36053175,0.0,0.0,2
0.12714215,0.33516648,0.3100905,-1.3012995,-0.43514922,-0.31473294,0.0,0.0,1
0.13016471,0.30534655,0.318407,-1.3304353,-0.45278838,-0.3527833,0.0,0.0,3
0.13326807,0.27486306,0.3285627,-1.3608695,-0.47287816,-0.40179616,0.0,0.0,3
0.13637313,0.24378426,0.3285401,-1.3875663,-0.4929674,-0.40178496,0.0,0.0,0
0.13988352,0.21322218,0.36885142,-1.3648361,-0.5130342,-0.40133658,0.0,0.0,2
0.14339551,0.18206479,0.36882704,-1.3915324,-0.5331005,-0.40132555,0.0,0.0,0
0.14721689,0.1513597,0.39990252,-1.3718109,-0.5535833,-0.409657,0.0,0.0,2
0.15096101,0.12014173,0.38969934,-1.3938788,-0.5714125,-0.35658395,0.0,0.0,1
0.15463857,0.088380516,0.38111725,-1.4174232,-0.5871572,-0.3148944,0.0,0.0,1
0.15836945,0.055974852,0.3877001,-1.4468449,-0.6045748,-0.34835172,1.0,0.0,3
0.16199513,0.024762092,0.36957982,-1.4013534,-0.6076148,-0.042641368,1.0,0.0,0
0.16627245,-0.004771283,0.23933384,-0.28934568,-0.57226807,3.7229092,1.0,0.0,3
