Episode No,X Coordinate,Y Coordinate,Linear Veocity X,Linear Velocity Y,Angle,Angular Velocity,Leg1,Leg2,Action
3900,0.107297994,1.4456612,0.38935477,-0.088779755,-0.19277713,-0.0424776,0,0,3
3900,0.11123075,1.4430548,0.39693052,-0.1163238,-0.19645351,-0.073528096,0,0,3
3900,0.11523895,1.4398217,0.40642768,-0.14445163,-0.20210311,-0.112991884,0,0,0
3900,0.11924715,1.4359889,0.40642685,-0.1711209,-0.20775267,-0.1129915,0,0,1
3900,0.123192504,1.4315698,0.3985447,-0.1969734,-0.21179429,-0.08083213,0,0,1
3900,0.12707233,1.4265656,0.3903166,-0.22273745,-0.2141533,-0.047180317,0,0,1
3900,0.13086662,1.4209969,0.37952796,-0.2475159,-0.21424931,-0.001920052,0,0,1
3900,0.13458386,1.4148498,0.3698329,-0.2729382,-0.21234824,0.038021903,0,0,2
3900,0.13848896,1.4096396,0.38877398,-0.2313152,-0.21059555,0.035053708,0,0,1
3900,0.14231452,1.4038448,0.3788083,-0.25700998,-0.20681459,0.075619295,0,0,1
3900,0.1460577,1.3974826,0.3684151,-0.28195083,-0.20086254,0.11904075,0,0,3
3900,0.14987078,1.3905009,0.37719667,-0.3097547,-0.19671945,0.082861535,0,0,0
3900,0.15368395,1.3829191,0.37719625,-0.3364228,-0.19257636,0.08286142,0,0,0
3900,0.15749712,1.3747377,0.37719584,-0.36309087,-0.1884333,0.082861334,0,0,1
3900,0.16125031,1.3659697,0.36966243,-0.38898435,-0.1827536,0.1135942,0,0,2
3900,0.16525488,1.3579905,0.3944295,-0.35389823,-0.17670828,0.120906614,0,0,0
3900,0.16925955,1.349412,0.3944287,-0.38056794,-0.17066297,0.12090633,0,0,3
3900,0.17332688,1.3402268,0.40226492,-0.40772432,-0.16619544,0.08935064,0,0,0
3900,0.1773941,1.330442,0.4022645,-0.43439263,-0.1617279,0.089350514,0,0,3
3900,0.18152304,1.3200394,0.41002375,-0.462022,-0.15885262,0.057505805,0,0,0
3900,0.18565206,1.309037,0.4100236,-0.48868936,-0.15597734,0.05750575,0,0,1
3900,0.1897132,1.2974448,0.40151325,-0.5147348,-0.15138204,0.091906264,0,0,1
3900,0.19368143,1.285284,0.3898093,-0.5397798,-0.14437708,0.14009938,0,0,3
3900,0.19773073,1.272511,0.39996266,-0.56722224,-0.13942641,0.09901317,0,0,0
3900,0.20178004,1.2591382,0.39996225,-0.59389096,-0.13447578,0.09901299,0,0,1
3900,0.20575944,1.2451736,0.39120105,-0.62006193,-0.12776138,0.13428822,0,0,1
3900,0.20966807,1.2306141,0.38233858,-0.6463746,-0.11926964,0.16983484,0,0,2
3900,0.2136528,1.216813,0.3900708,-0.6127439,-0.11092702,0.16685206,0,0,2
3900,0.21765766,1.2034072,0.39233565,-0.59522855,-0.102830805,0.16192414,0,0,3
3900,0.22173862,1.1893803,0.40189528,-0.623001,-0.09668194,0.12297742,0,0,1
3900,0.22575407,1.1747596,0.39367512,-0.6493164,-0.08888175,0.15600388,0,0,1
3900,0.22970076,1.1595392,0.38505846,-0.675918,-0.07936064,0.19042192,0,0,1
3900,0.23355846,1.1437433,0.37386954,-0.7014595,-0.06757208,0.23577134,0,0,3
3900,0.2374982,1.1273394,0.3841414,-0.72865456,-0.057849485,0.19445209,0,0,3
3900,0.2415289,1.1103343,0.39554876,-0.75551456,-0.050411798,0.14875382,0,0,0
3900,0.2455596,1.0927298,0.3955484,-0.78218585,-0.042974137,0.14875324,0,0,1
3900,0.24952793,1.0745201,0.3877125,-0.8090862,-0.033972524,0.18003225,0,0,3
3900,0.2535821,1.055711,0.39848074,-0.8358181,-0.027127057,0.13690965,0,0,2
3900,0.25750628,1.0372248,0.3861676,-0.82151014,-0.02095949,0.12335148,0,0,2
3900,0.26150578,1.0191405,0.39341664,-0.8036767,-0.014507597,0.12903793,0,0,1
3900,0.26541662,1.0004476,0.38229334,-0.8307358,-0.005830503,0.17354181,0,0,1
3900,0.26924077,0.98114777,0.37142208,-0.85776603,0.005022819,0.21706657,0,0,1
3900,0.2729989,0.96123904,0.3631491,-0.8849294,0.017533742,0.25021854,0,0,0
3900,0.27675715,0.9407324,0.36314934,-0.9116091,0.030044526,0.25021583,0,0,2
3900,0.28036746,0.92053384,0.34896705,-0.8979965,0.041955695,0.23822331,0,0,3
3900,0.28404626,0.89975166,0.3575933,-0.9239749,0.052129723,0.20348056,0,0,0
3900,0.28772506,0.87837094,0.35759386,-0.95065016,0.062303692,0.20347914,0,0,3
3900,0.29148045,0.8563956,0.3671912,-0.9770502,0.07055297,0.16498566,0,0,0
3900,0.29523563,0.8338211,0.36719176,-1.0037225,0.07880221,0.1649849,0,0,0
3900,0.2989909,0.81064767,0.36719242,-1.0303949,0.08705141,0.16498408,0,0,1
3900,0.30265015,0.786866,0.35517007,-1.0576226,0.09771748,0.21332116,0,0,3
3900,0.30638877,0.7624914,0.3651205,-1.0839131,0.106386304,0.17337698,0,0,0
3900,0.31012735,0.7375178,0.36512145,-1.1105859,0.11505509,0.17337605,0,0,2
3900,0.3138546,0.7127089,0.36377698,-1.1033369,0.123942904,0.17775664,0,0,3
3900,0.3176654,0.6873143,0.3742903,-1.1292235,0.13070488,0.13523954,0,0,1
3900,0.32138807,0.66131276,0.36325318,-1.1564369,0.13968514,0.17960474,0,0,0
3900,0.3251106,0.6347124,0.36325452,-1.1831101,0.14866531,0.17960376,0,0,3
3900,0.32892466,0.6075401,0.3747612,-1.2083403,0.15528591,0.1324123,0,0,2
3900,0.3325943,0.58051693,0.36065435,-1.2017019,0.16160546,0.12639087,0,0,1
3900,0.33618155,0.55288357,0.35031933,-1.2290837,0.17001107,0.16811241,0,0,2
3900,0.33966103,0.52586585,0.33940965,-1.2017844,0.17856011,0.17098032,0,0,3
3900,0.343229,0.49827778,0.35057315,-1.2268994,0.18480465,0.12489115,0,0,1
3900,0.3467126,0.47006,0.3399349,-1.2551951,0.19325659,0.16903836,0,0,3
3900,0.35025376,0.44127196,0.34725925,-1.2803767,0.20016086,0.13808593,0,0,2
3900,0.3536935,0.41311184,0.33682686,-1.2525463,0.20735833,0.14394927,0,0,1
3900,0.35707313,0.3843426,0.3293113,-1.279867,0.21607928,0.17441888,0,0,3
3900,0.3605426,0.35500804,0.3406752,-1.3046893,0.22242767,0.12696774,0,0,0
3900,0.36401206,0.32507408,0.3406763,-1.3313591,0.22877602,0.12696734,0,0,3
3900,0.36756715,0.29457802,0.3515096,-1.3560071,0.2328382,0.08124336,0,0,0
3900,0.37112227,0.2634822,0.35151008,-1.3826752,0.23690037,0.08124327,0,0,1
3900,0.3745947,0.23176232,0.34114152,-1.410771,0.24310762,0.124144554,0,0,2
3900,0.37790546,0.2006535,0.32480365,-1.3836654,0.24948809,0.12760939,0,0,0
3900,0.38121605,0.16894521,0.32480487,-1.4103354,0.25586852,0.1276088,0,0,0
3900,0.38452655,0.13663739,0.32480615,-1.4370054,0.26224893,0.12760843,1,0,1
3900,0.38735524,0.104607016,0.25228265,-1.4289078,0.2882901,0.51432127,1,0,3
3901,0.006006909,1.4003912,0.6084189,-0.46796167,-0.006953712,-0.1378159,0,0,1
3901,0.011918736,1.3892806,0.59564096,-0.49384072,-0.011366712,-0.08826818,0,0,3
3901,0.017889977,1.3775635,0.60310024,-0.5208139,-0.017271124,-0.11809905,0,0,1
3901,0.023772145,1.3652382,0.5919074,-0.5478361,-0.020927962,-0.07314357,0,0,3
3901,0.029717732,1.3523141,0.5998668,-0.57448834,-0.026179155,-0.1050332,0,0,2
3901,0.035621453,1.3394357,0.59592897,-0.5724868,-0.031683005,-0.11008735,0,0,2
3901,0.041368864,1.3265349,0.5811196,-0.5735169,-0.037989844,-0.12614821,0,0,2
3901,0.047014616,1.3142967,0.5715811,-0.54411703,-0.04493239,-0.1388637,0,0,2
3901,0.052520275,1.3020653,0.55835086,-0.5438709,-0.052625377,-0.15387402,0,0,0
3901,0.05802641,1.2892346,0.5583733,-0.57054347,-0.060316812,-0.15384288,0,0,0
3901,0.063532636,1.2758046,0.55839556,-0.5972156,-0.06800735,-0.15382504,0,0,0
3901,0.06903925,1.2617756,0.5584177,-0.6238876,-0.075696684,-0.15380093,0,0,3
3901,0.07462082,1.2471358,0.56782,-0.65117663,-0.08527739,-0.19163185,0,0,2
3901,0.080408,1.2333792,0.5877934,-0.6119426,-0.09428745,-0.18021715,0,0,2
3901,0.08631611,1.2202648,0.599677,-0.5834443,-0.103097536,-0.17621805,0,0,1
3901,0.092129804,1.2065594,0.58783865,-0.609582,-0.109520614,-0.12847337,0,0,0
3901,0.09794378,1.1922549,0.5878562,-0.6362501,-0.11594366,-0.12847261,0,0,0
3901,0.10375805,1.1773508,0.58787405,-0.66292185,-0.12236523,-0.12844297,0,0,1
3901,0.109490015,1.161873,0.57750344,-0.6882604,-0.12665802,-0.08586367,0,0,1
3901,0.11515808,1.145808,0.56947696,-0.71423376,-0.12932044,-0.053252924,0,0,3
3901,0.12091513,1.1291299,0.58063215,-0.74168205,-0.13423558,-0.09831172,0,0,3
3901,0.1267498,1.1118279,0.59039444,-0.76961243,-0.1411477,-0.13825521,0,0,1
3901,0.13252172,1.0939329,0.582523,-0.7958504,-0.14647038,-0.10646311,0,0,0
3901,0.13829383,1.075438,0.5825357,-0.8225229,-0.15179333,-0.1064685,0,0,0
3901,0.14406624,1.0563436,0.5825492,-0.84919536,-0.1571152,-0.10644641,0,0,0
3901,0.14983626,1.0366282,0.58233625,-0.87680954,-0.16243686,-0.106433466,0,0,3
3901,0.15567923,1.0162883,0.5915069,-0.9048084,-0.16965239,-0.1443107,0,0,1
3901,0.16145611,0.99535763,0.583223,-0.930895,-0.1751958,-0.11086813,0,0,0
3901,0.16723308,0.9738273,0.58322227,-0.9575642,-0.18073921,-0.110867955,0,0,2
3901,0.1732256,0.9527324,0.604375,-0.9381827,-0.18587448,-0.10270555,0,0,0
3901,0.17921829,0.93103796,0.60437435,-0.96485156,-0.19100973,-0.102705285,0,0,2
3901,0.18529138,0.9101615,0.61287796,-0.92856663,-0.19660866,-0.111978725,0,0,2
3901,0.19145879,0.88954014,0.6223866,-0.91727185,-0.20229416,-0.11370981,0,0,2
3901,0.1977477,0.8689312,0.634361,-0.9167074,-0.20780817,-0.11028018,0,0,1
3901,0.20395641,0.8477407,0.6242846,-0.94227886,-0.21126236,-0.06908393,0,0,1
3901,0.21010637,0.82596606,0.61692417,-0.96804035,-0.21320361,-0.038824894,0,0,1
3901,0.21618137,0.803607,0.6075325,-0.99374187,-0.21322961,-0.00052009,0,0,1
3901,0.22218934,0.78066486,0.59910315,-1.0193986,-0.2115251,0.03409072,0,0,0
3901,0.22819729,0.75712293,0.5991031,-1.0460654,-0.20982057,0.03409074,0,0,0
3901,0.23420525,0.7329812,0.59910303,-1.0727323,-0.20811598,0.034091808,0,0,1
3901,0.24012394,0.70827645,0.58783066,-1.097422,-0.20404813,0.08135699,0,0,3
3901,0.24610357,0.68294805,0.59552413,-1.1253763,-0.20158769,0.049208567,0,0,3
3901,0.2521409,0.65699244,0.60281587,-1.1534535,-0.20066488,0.018456439,0,0,2
3901,0.25824994,0.6318516,0.61052305,-1.117316,-0.20028576,0.007582312,0,0,1
3901,0.26428422,0.60613525,0.60111773,-1.1426415,-0.19795991,0.04651699,0,0,3
3901,0.27040902,0.57978594,0.6125221,-1.1710852,-0.19800554,-0.000912201,0,0,2
3901,0.27654725,0.5540468,0.6145256,-1.1440562,-0.19872384,-0.014366058,0,0,1
3901,0.28261662,0.5277311,0.6058706,-1.169444,-0.19764751,0.021526653,0,0,2
3901,0.28886968,0.5018598,0.6240398,-1.1496695,-0.1963696,0.025558198,0,0,0
3901,0.2951227,0.47538844,0.62403977,-1.1763363,-0.1950917,0.025557976,0,0,0
3901,0.30137578,0.44831708,0.6240397,-1.2030032,-0.19381377,0.02555806,0,0,1
3901,0.30753165,0.4206706,0.6118326,-1.2282478,-0.19003357,0.07560395,0,0,0
3901,0.31368762,0.3924243,0.6118322,-1.2549155,-0.18625337,0.07560388,0,0,3
3901,0.3199114,0.36356857,0.6203285,-1.2822193,-0.18418965,0.04127399,0,0,0
3901,0.32613525,0.3341129,0.6203283,-1.3088863,-0.18212594,0.041274123,0,0,3
3901,0.33243665,0.30403155,0.6301026,-1.3369477,-0.1820828,0.000862817,0,0,1
3901,0.3386464,0.2733684,0.61860347,-1.3625178,-0.17969993,0.047657575,0,0,3
3901,0.3449543,0.24208869,0.63089716,-1.3902204,-0.1798092,-0.002185426,0,0,0
3901,0.35126218,0.21020903,0.63089716,-1.416887,-0.17991847,-0.002185435,0,0,0
3901,0.35757,0.17772932,0.63089716,-1.4435537,-0.18002772,-0.002185453,0,0,3
3901,0.36394233,0.14462057,0.6390475,-1.4717183,-0.18184437,-0.03633291,0,0,1
3901,0.37023497,0.1109376,0.6290011,-1.4969933,-0.18158709,0.005145604,0,0,0
3901,0.3765276,0.07665454,0.6290011,-1.52366,-0.18132982,0.005145569,0,0,0
3901,0.38282022,0.041771445,0.629001,-1.5503266,-0.18107256,0.005145153,1,0,0
3902,-0.000627518,1.4101613,-0.06357778,-0.033731125,0.000733942,0.014401339,0,0,3
3902,-0.001176834,1.4088358,-0.053651117,-0.058911547,-0.000528141,-0.025243321,0,0,3
3902,-0.001656628,1.4069074,-0.04495115,-0.08570235,-0.003533391,-0.0601105,0,0,0
3902,-0.002136421,1.4043794,-0.04494204,-0.11237439,-0.006537794,-0.06009362,0,0,0
3902,-0.002616215,1.4012512,-0.044933274,-0.13904357,-0.009542108,-0.06009186,0,0,0
3902,-0.003095818,1.3975232,-0.044924445,-0.16571242,-0.012545969,-0.060082734,0,0,2
3902,-0.003707409,1.3944091,-0.05743731,-0.13844137,-0.016228164,-0.073650666,0,0,1
3902,-0.004377937,1.3907049,-0.06482636,-0.16465497,-0.018422915,-0.04389905,0,0,2
3902,-0.004981804,1.3869311,-0.058448147,-0.16775218,-0.020332439,-0.038194213,0,0,0
3902,-0.00558548,1.3825572,-0.058442652,-0.19442502,-0.022241583,-0.038186345,0,0,1
3902,-0.00626936,1.3775878,-0.06848876,-0.22085634,-0.022133915,0.002153364,0,0,1
3902,-0.007051277,1.3720123,-0.080799475,-0.24776444,-0.019562298,0.051436953,0,0,1
3902,-0.007917213,1.3658412,-0.09132292,-0.27421567,-0.014882852,0.09359736,0,0,2
3902,-0.008923626,1.3597343,-0.10467012,-0.27138215,-0.01089777,0.07970908,0,0,0
3902,-0.009930134,1.3530276,-0.10468136,-0.29805717,-0.006912212,0.07971799,0,0,3
3902,-0.010853577,1.3457239,-0.094257936,-0.3245971,-0.005018391,0.037879866,0,0,1
3902,-0.011846351,1.3378307,-0.10294479,-0.35080728,-0.001383412,0.07270626,0,0,2
3902,-0.012958432,1.3308043,-0.114305735,-0.31227604,0.001684564,0.061364997,0,0,2
3902,-0.01396656,1.3241615,-0.104407825,-0.29524246,0.005245106,0.071216874,0,0,2
3902,-0.015025616,1.3175641,-0.10927157,-0.29323548,0.008577457,0.066652656,0,0,3
3902,-0.016021919,1.3103583,-0.101414606,-0.3202682,0.010334967,0.035153337,0,0,3
3902,-0.016920948,1.3025429,-0.0892114,-0.3473479,0.009648817,-0.013724049,0,0,2
3902,-0.01773424,1.2951428,-0.081071086,-0.3288885,0.009392405,-0.005128777,0,0,2
3902,-0.018457223,1.288582,-0.072502695,-0.2915966,0.009596425,0.004080865,0,0,0
3902,-0.019180203,1.2814208,-0.07250329,-0.31827265,0.009800218,0.004076236,0,0,1
3902,-0.01997528,1.2736363,-0.08155082,-0.34599087,0.011819125,0.040378068,0,0,2
3902,-0.020953178,1.2664244,-0.09902616,-0.32054365,0.013034703,0.024311598,0,0,0
3902,-0.021931171,1.2586124,-0.09902616,-0.34721047,0.01425029,0.024311587,0,0,0
3902,-0.022909164,1.2502004,-0.09902615,-0.37387726,0.01546587,0.024311608,0,0,0
3902,-0.023887157,1.2411884,-0.09902614,-0.40054408,0.016681457,0.02431161,0,0,1
3902,-0.024928665,1.2315758,-0.10700224,-0.4272659,0.019494493,0.056260753,0,0,2
3902,-0.025866698,1.2228403,-0.09722998,-0.38829887,0.022874856,0.06760731,0,0,1
3902,-0.02687254,1.2135067,-0.10572241,-0.41490757,0.027955003,0.10160281,0,0,3
3902,-0.02778778,1.20357,-0.09436535,-0.4416889,0.030762821,0.056156326,0,0,3
3902,-0.028606033,1.1930331,-0.08221032,-0.46831268,0.031137059,0.007484946,0,0,0
3902,-0.029424286,1.1818962,-0.082210325,-0.49497935,0.0315113,0.007484948,0,0,2
3902,-0.030152608,1.1708393,-0.07369926,-0.4914333,0.032367732,0.017128497,0,0,2
3902,-0.030888462,1.1602042,-0.07451551,-0.47270122,0.03329152,0.018475745,0,0,1
3902,-0.031704236,1.1489567,-0.08455635,-0.49995357,0.036232416,0.058817945,0,0,3
3902,-0.032440376,1.137122,-0.074557096,-0.52600807,0.037163716,0.01862603,0,0,2
3902,-0.033241846,1.1261715,-0.0809613,-0.48671332,0.037962772,0.015981402,0,0,1
3902,-0.03410883,1.1146239,-0.08917273,-0.5132851,0.04040374,0.048819285,0,0,2
3902,-0.03496065,1.1035286,-0.08785169,-0.4932032,0.043046225,0.052849866,0,0,1
3902,-0.035873413,1.0918335,-0.095502414,-0.5199084,0.04722007,0.083477125,0,0,0
3902,-0.036786176,1.0795386,-0.0955023,-0.54657656,0.051393926,0.08347703,0,0,3
3902,-0.037621118,1.0666575,-0.08572905,-0.5725696,0.053599995,0.044121254,0,0,3
3902,-0.038384058,1.0531771,-0.07670738,-0.5991472,0.05400014,0.008003037,0,0,2
3902,-0.039078616,1.0398009,-0.07029891,-0.5945281,0.0548338,0.016673217,0,0,2
3902,-0.0399745,1.0263984,-0.08958737,-0.5956656,0.05483453,1.47E-05,0,0,1
3902,-0.04095869,1.0123773,-0.10068171,-0.62325203,0.057072833,0.04476621,0,0,0
3902,-0.041942786,0.9977562,-0.1006817,-0.64991915,0.059311144,0.044766217,0,0,2
3902,-0.043034934,0.9839789,-0.11123524,-0.6123962,0.061315116,0.040079497,0,0,2
3902,-0.044058036,0.9710129,-0.10493324,-0.5763788,0.06390398,0.051777117,0,0,1
3902,-0.04517231,0.9574403,-0.11635771,-0.60343987,0.06878559,0.09763228,0,0,1
3902,-0.04634714,0.9432567,-0.123964846,-0.63069785,0.07520242,0.12833652,0,0,2
3902,-0.047382068,0.92932266,-0.1108274,-0.6196758,0.08246117,0.14517501,0,0,1
3902,-0.04848795,0.9147891,-0.11970691,-0.6464666,0.09149589,0.18069428,0,0,2
3902,-0.04983721,0.900954,-0.14326723,-0.61542195,0.09977567,0.16559574,0,0,2
3902,-0.051198673,0.888087,-0.14492643,-0.57247573,0.108480066,0.17408787,0,0,1
3902,-0.0526474,0.87460756,-0.15585627,-0.59992224,0.11939226,0.21824387,0,0,1
3902,-0.054169655,0.8605202,-0.16505091,-0.62718046,0.13215911,0.25533697,0,0,2
3902,-0.055698015,0.8467977,-0.1660193,-0.6111051,0.14528923,0.2626024,0,0,2
3902,-0.057400227,0.83356106,-0.18306196,-0.5896017,0.15810846,0.2563848,0,0,1
3902,-0.059172343,0.8197051,-0.19182892,-0.6174323,0.17273049,0.2924406,0,0,1
3902,-0.061008167,0.80522436,-0.19981363,-0.64556694,0.18902281,0.32584625,0,0,2
3902,-0.06300402,0.7912505,-0.2156843,-0.6231968,0.20522904,0.3241246,0,0,1
3902,-0.06509046,0.7766573,-0.22698648,-0.6512439,0.22375672,0.37055382,0,0,2
3902,-0.06716232,0.7624337,-0.22617932,-0.6351558,0.24301283,0.3851222,0,0,3
3902,-0.069148734,0.74764496,-0.21529786,-0.6601283,0.25999862,0.3397162,0,0,2
3902,-0.071110725,0.733134,-0.21357842,-0.6481168,0.2777886,0.35579967,0,0,2
3902,-0.07328787,0.7189264,-0.23481226,-0.63479835,0.29538545,0.3519364,0,0,2
3902,-0.0757637,0.70529026,-0.26433045,-0.60955125,0.3127115,0.34652117,0,0,3
3902,-0.07815466,0.69108886,-0.25359556,-0.63437426,0.32777694,0.30130893,0,0,1
3902,-0.08061524,0.6762663,-0.26219112,-0.66253656,0.34465307,0.33752236,0,0,2
3902,-0.08339138,0.6613625,-0.29288742,-0.6661243,0.36069438,0.32082593,0,0,3
3902,-0.08608103,0.64590424,-0.28186926,-0.6903411,0.37434375,0.27298775,0,0,1
3902,-0.08885088,0.62979054,-0.2920025,-0.72018296,0.39032027,0.31953055,0,0,0
3902,-0.091621496,0.6130802,-0.29199052,-0.7468694,0.40629652,0.31952488,0,0,0
3902,-0.09439297,0.5957726,-0.29197806,-0.7735557,0.42227247,0.31951922,0,0,2
3902,-0.09749861,0.57919466,-0.325527,-0.74136764,0.4385189,0.32492882,0,0,1
3902,-0.1006669,0.56198734,-0.33324617,-0.77000934,0.45648044,0.35923082,0,0,3
3902,-0.10374985,0.54425067,-0.3222068,-0.79292625,0.47183174,0.30702573,0,0,0
3902,-0.10683365,0.5259169,-0.32219356,-0.81961054,0.48718277,0.30702072,0,0,0
3902,-0.1099185,0.5069858,-0.3221799,-0.8462947,0.5025335,0.30701572,0,0,1
3902,-0.1130661,0.48741546,-0.32992992,-0.8754568,0.51969725,0.34327558,0,0,0
3902,-0.116215035,0.46724856,-0.3299118,-0.9021451,0.5368607,0.34326866,0,0,3
3902,-0.11928377,0.4465554,-0.31953785,-0.92479396,0.55146146,0.29201457,0,0,3
3902,-0.122297004,0.4253232,-0.3122543,-0.94819003,0.56417143,0.25419897,0,0,0
3902,-0.12531109,0.40349287,-0.31224358,-0.9748682,0.57688123,0.25419614,0,0,1
3902,-0.12839337,0.38099664,-0.32087573,-1.0053945,0.59183455,0.29906684,0,0,2
3902,-0.13203296,0.3586776,-0.37580073,-0.9973439,0.6059854,0.28301722,0,0,0
3902,-0.13567361,0.3357607,-0.37578657,-1.0240244,0.6201361,0.28301334,0,0,3
3902,-0.13925686,0.3123182,-0.3681944,-1.0466454,0.6321602,0.24048212,0,0,1
3902,-0.14291611,0.2881925,-0.37785187,-1.0781621,0.6468265,0.2933264,0,0,0
3902,-0.1465765,0.26346898,-0.37783575,-1.1048434,0.6614926,0.29332194,0,0,1
3902,-0.15029803,0.23806323,-0.3856694,-1.1362642,0.6784991,0.34013066,0,0,1
3902,-0.15407868,0.21198536,-0.39309126,-1.1672379,0.69768256,0.38366935,0,0,0
3902,-0.15786143,0.18531118,-0.3930619,-1.1939284,0.71686554,0.38365966,0,0,3
3902,-0.16159324,0.15812375,-0.386043,-1.215918,0.73382604,0.33920997,0,0,2
3902,-0.16594906,0.13118964,-0.44796544,-1.2046301,0.75040495,0.33157888,0,0,0
3902,-0.17030649,0.10365816,-0.44794208,-1.2313137,0.76698357,0.33157235,0,0,0
3902,-0.17466564,0.07552937,-0.44791827,-1.2579972,0.7835619,0.33156604,0,0,0
3902,-0.17902651,0.0468032,-0.4478941,-1.2846802,0.8001399,0.3315598,0,1,1
3902,-0.18341494,0.01807867,-0.45659724,-1.2994038,0.81878287,0.3438812,0,1,0
3903,0.003950691,1.4113739,0.40013862,0.020161724,-0.004571008,-0.09063734,0,0,0
3903,0.007901478,1.4112502,0.3995979,-0.00551507,-0.009049788,-0.08958324,0,0,0
3903,0.011852264,1.4105271,0.39961213,-0.03217335,-0.013525917,-0.08953088,0,0,1
3903,0.015727902,1.4092039,0.39017618,-0.05883778,-0.01610668,-0.051619925,0,0,2
3903,0.019548703,1.4078867,0.3849809,-0.05857332,-0.01898214,-0.057514746,0,0,1
3903,0.02328596,1.405966,0.37452102,-0.08537576,-0.019758787,-0.01553422,0,0,1
3903,0.0269557,1.4034371,0.36604318,-0.11238835,-0.01883921,0.018393233,0,0,0
3903,0.030625343,1.4003081,0.36604,-0.1390566,-0.017920062,0.018384652,0,0,0
3903,0.034295082,1.396579,0.3660371,-0.16572505,-0.017000686,0.018389264,0,0,1
3903,0.037879754,1.3922446,0.35538733,-0.19261226,-0.013948743,0.061044283,0,0,3
3903,0.041543104,1.3873062,0.3652478,-0.21947844,-0.012877511,0.021426547,0,0,1
3903,0.0451128,1.381764,0.35350463,-0.24628626,-0.009452726,0.068502165,0,0,3
3903,0.048778247,1.3756276,0.36551845,-0.27272788,-0.008439037,0.020275362,0,0,3
3903,0.052541446,1.3688993,0.37778488,-0.2990451,-0.009881757,-0.028857222,0,0,0
3903,0.05630474,1.3615711,0.37778947,-0.32571378,-0.01132372,-0.028842106,0,0,0
3903,0.06006813,1.3536427,0.3777939,-0.35238254,-0.01276601,-0.028848294,0,0,2
3903,0.06380568,1.3466047,0.3753977,-0.3128148,-0.014388289,-0.0324485,0,0,0
3903,0.06754322,1.3389664,0.3754022,-0.33949548,-0.016010124,-0.03243951,0,0,0
3903,0.07128086,1.3307282,0.37540686,-0.36615926,-0.017631808,-0.032436766,0,0,2
3903,0.075175285,1.3226526,0.39038906,-0.35892245,-0.018562367,-0.018613014,0,0,0
