PosX,PosY,VelX,VelY,Angulo,VelAng,FootL,FootR,Action
-0.08766003,1.4670596,-0.23133495,-0.17831422,-0.09295698,-0.16089246,0.0,0.0,1
-0.09005451,1.4624592,-0.23133567,-0.20498629,-0.101001576,-0.16089177,0.0,0.0,0
-0.092527196,1.4572828,-0.24118797,-0.2304906,-0.107038684,-0.120741725,0.0,0.0,1
-0.09499979,1.4515066,-0.24118845,-0.2571603,-0.113075756,-0.12074143,0.0,0.0,0
-0.09732723,1.4459631,-0.22705147,-0.24682446,-0.11873522,-0.113189265,0.0,0.0,2
-0.09958706,1.4407365,-0.22026178,-0.23276326,-0.12441892,-0.11367422,0.0,0.0,2
-0.10184679,1.4349102,-0.22026229,-0.2594326,-0.1301026,-0.11367397,0.0,0.0,0
-0.104106426,1.4284844,-0.22026277,-0.28610197,-0.1357863,-0.113673724,0.0,0.0,0
-0.1062872,1.4214549,-0.2103864,-0.313144,-0.14344868,-0.15324798,0.0,0.0,3
-0.10855074,1.4138461,-0.22079949,-0.3387108,-0.14898758,-0.11077782,0.0,0.0,1
-0.11089258,1.405648,-0.2306188,-0.36471695,-0.15254475,-0.071143925,0.0,0.0,1
-0.1131958,1.3982635,-0.22628288,-0.32862076,-0.15658867,-0.08087818,0.0,0.0,2
-0.11559286,1.3903031,-0.2380658,-0.35397434,-0.15822431,-0.032712817,0.0,0.0,1
-0.11781454,1.3830166,-0.22071941,-0.32399285,-0.15967871,-0.029087922,0.0,0.0,2
-0.12003632,1.3751304,-0.22071946,-0.35065976,-0.16113313,-0.029087907,0.0,0.0,0
-0.12206688,1.3671901,-0.20220503,-0.3529888,-0.16198497,-0.017036792,0.0,0.0,2
-0.123999596,1.3593214,-0.19252524,-0.34980577,-0.1627238,-0.01477668,0.0,0.0,2
-0.12599906,1.3508707,-0.20094302,-0.37547725,-0.16173816,0.019712668,0.0,0.0,1
-0.12809058,1.3418442,-0.21249345,-0.40081745,-0.15838882,0.066986755,0.0,0.0,1
-0.13012905,1.333163,-0.20697781,-0.3855031,-0.15525745,0.06262735,0.0,0.0,2
-0.13224077,1.3238974,-0.21619189,-0.4113038,-0.15025243,0.10010022,0.0,0.0,1
-0.13431254,1.3155179,-0.21168391,-0.37196732,-0.14575075,0.090033285,0.0,0.0,2
-0.13621016,1.3071599,-0.19479878,-0.37098673,-0.14073074,0.10040039,0.0,0.0,2
-0.13810778,1.298202,-0.19479924,-0.3976555,-0.13571073,0.10040021,0.0,0.0,0
-0.13993692,1.288621,-0.18617235,-0.42553845,-0.13246478,0.064918876,0.0,0.0,3
-0.14167432,1.2784235,-0.17465204,-0.45314428,-0.13155259,0.01824383,0.0,0.0,3
-0.14347143,1.2676282,-0.18212327,-0.47957748,-0.12914562,0.04813922,0.0,0.0,1
-0.14533691,1.2562438,-0.190715,-0.50562125,-0.12500209,0.0828709,0.0,0.0,1
-0.1472024,1.2442596,-0.19071527,-0.5322893,-0.12085856,0.082870804,0.0,0.0,0
-0.14888544,1.2322488,-0.17310122,-0.53343356,-0.11609046,0.09536186,0.0,0.0,2
-0.15056315,1.2206513,-0.1722247,-0.51510006,-0.11165984,0.08861236,0.0,0.0,2
-0.15227441,1.2099711,-0.17491516,-0.47440496,-0.1079059,0.07507895,0.0,0.0,2
-0.15403128,1.1996217,-0.17893562,-0.45974308,-0.10467024,0.06471328,0.0,0.0,2
-0.15584965,1.1886859,-0.18668517,-0.48570257,-0.09986315,0.096141875,0.0,0.0,1
-0.15766792,1.1771505,-0.18668547,-0.5123712,-0.095056064,0.09614171,0.0,0.0,0
-0.15936995,1.1662647,-0.17522186,-0.48349914,-0.09007918,0.09953767,0.0,0.0,2
-0.16101532,1.1559211,-0.16951045,-0.45942825,-0.08515882,0.098407105,0.0,0.0,2
-0.16266069,1.1449777,-0.16951074,-0.48609695,-0.08023848,0.098406926,0.0,0.0,0
-0.16438636,1.1334407,-0.17958117,-0.512395,-0.073296726,0.13883516,0.0,0.0,1
-0.16611204,1.1213043,-0.17958163,-0.5390657,-0.066355,0.13883469,0.0,0.0,0
-0.16790828,1.108577,-0.18844691,-0.56529075,-0.05763068,0.17448606,0.0,0.0,1
-0.1697979,1.0952532,-0.20016956,-0.59178054,-0.04655885,0.22143677,0.0,0.0,1
-0.17161246,1.0813264,-0.19074067,-0.6187113,-0.03737795,0.1836178,0.0,0.0,3
-0.17341518,1.0678245,-0.18950132,-0.59988135,-0.02826105,0.18233806,0.0,0.0,2
-0.17515698,1.0537262,-0.18186949,-0.6264637,-0.020671068,0.1517998,0.0,0.0,3
-0.17697534,1.0390203,-0.19147979,-0.6534956,-0.011159778,0.19022582,0.0,0.0,1
-0.17872334,1.0237204,-0.18263836,-0.6799557,-0.003418207,0.15483168,0.0,0.0,3
-0.18053302,1.0078282,-0.19038317,-0.7063316,0.0058747362,0.18585859,0.0,0.0,1
-0.18234272,0.991337,-0.19038315,-0.73300546,0.015167608,0.1858575,0.0,0.0,0
-0.1842328,0.974257,-0.20046365,-0.7592693,0.026476623,0.22618032,0.0,0.0,1
-0.18606234,0.9565915,-0.19285765,-0.78534716,0.03625691,0.19560543,0.0,0.0,3
-0.18789196,0.938327,-0.19285725,-0.81202185,0.046037123,0.19560412,0.0,0.0,0
-0.18980941,0.9194587,-0.20388016,-0.8390169,0.058028102,0.2398196,0.0,0.0,1
-0.19165564,0.90000814,-0.19490781,-0.86489713,0.068207785,0.20359334,0.0,0.0,3
-0.193575,0.8799541,-0.20407316,-0.89189166,0.08022698,0.24038391,0.0,0.0,1
-0.19549437,0.859302,-0.20407183,-0.9185704,0.09224605,0.24038151,0.0,0.0,0
-0.19741383,0.83805186,-0.20407028,-0.945249,0.104265,0.24037912,0.0,0.0,0
-0.199259,0.81685454,-0.19717471,-0.94303113,0.11683539,0.25140798,0.0,0.0,2
-0.20101719,0.79560643,-0.18904981,-0.9454499,0.13000299,0.26335165,0.0,0.0,2
-0.20287295,0.77374494,-0.2012746,-0.97306496,0.1456442,0.3128243,0.0,0.0,1
-0.2046423,0.75131077,-0.1903666,-0.99844676,0.15905298,0.26817566,0.0,0.0,3
-0.20650825,0.72942984,-0.20012088,-0.97398585,0.17258342,0.27060854,0.0,0.0,2
-0.20837454,0.7069513,-0.20011711,-1.0006677,0.18611366,0.27060515,0.0,0.0,0
-0.21030211,0.68386406,-0.20775115,-1.0280592,0.20119652,0.30165738,0.0,0.0,1
-0.21230355,0.66074985,-0.21510473,-1.029403,0.21629773,0.3020243,0.0,0.0,2
-0.21455917,0.6382759,-0.24016003,-1.0010475,0.23107035,0.2954525,0.0,0.0,2
-0.21681532,0.61520493,-0.24015398,-1.027732,0.24584275,0.29544806,0.0,0.0,0
-0.21920085,0.5925002,-0.2531831,-1.0116178,0.26075935,0.2983317,0.0,0.0,2
-0.22152658,0.56921655,-0.24561746,-1.037204,0.27410626,0.26693845,0.0,0.0,3
-0.22378345,0.54536515,-0.23688152,-1.0622033,0.28559792,0.2298338,0.0,0.0,3
-0.22604069,0.52091545,-0.23687689,-1.0888805,0.29708952,0.22983173,0.0,0.0,0
-0.22862764,0.49655816,-0.2690091,-1.0846878,0.30774727,0.21315515,0.0,0.0,2
-0.23121491,0.47160223,-0.26900485,-1.1113636,0.31840494,0.21315345,0.0,0.0,0
-0.23386797,0.44601268,-0.27726963,-1.1399981,0.33086708,0.24924286,0.0,0.0,1
-0.23652144,0.41982496,-0.27726343,-1.1666772,0.3433291,0.24924023,0.0,0.0,0
-0.23917541,0.3930391,-0.27725697,-1.193356,0.35579097,0.24923754,0.0,0.0,0
-0.24187489,0.36637008,-0.2822986,-1.1884061,0.36882496,0.26067933,0.0,0.0,2
-0.24450126,0.33914244,-0.27300516,-1.2128283,0.37981677,0.21983609,0.0,0.0,3
-0.24721393,0.31125808,-0.28391808,-1.2427291,0.39329118,0.2694878,0.0,0.0,1
-0.24985585,0.28281498,-0.2749172,-1.2671467,0.4047745,0.22966643,0.0,0.0,3
-0.2528774,0.25473797,-0.312419,-1.2508396,0.41581643,0.22083902,0.0,0.0,2
-0.25589943,0.22606237,-0.31241292,-1.2775156,0.42685828,0.22083716,0.0,0.0,0
-0.25884423,0.19684146,-0.3025513,-1.3011799,0.43563238,0.17548195,0.0,0.0,3
-0.26223716,0.16790465,-0.3466709,-1.288393,0.4436769,0.16089036,0.0,0.0,2
-0.2656304,0.13836844,-0.34666744,-1.3150647,0.4517214,0.16088964,0.0,0.0,0
-0.26895243,0.10827878,-0.33765703,-1.3390949,0.45770764,0.11972507,0.0,0.0,3
-0.27227458,0.07758952,-0.33765507,-1.3657641,0.4636939,0.119724765,0.0,0.0,0
-0.27584076,0.04698373,-0.36197543,-1.3620555,0.46961322,0.11838647,0.0,0.0,2
-0.27933493,0.015839133,-0.35275143,-1.3853381,0.47330645,0.073864214,0.0,0.0,3
-0.2827402,-0.015847232,-0.3415342,-1.4086251,0.47441846,0.022240425,0.0,1.0,3
-0.28630027,-0.046710122,-0.3387188,-1.3655078,0.461661,-0.24682665,0.0,1.0,1
-0.2920476,-0.0722425,-0.49304232,-0.86663425,0.31833953,-4.6829348,1.0,1.0,0
